username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
business_buyers,The UK’s fastest growing network for buying and selling businesses.  #BusinessBuyers #BusinessBroker Linkedin* https://t.co/jbdyICapYJ,United Kingdom,1271,1701,994,2016-07-21 09:13:32,2020-07-03 14:50:19,0,"Have you ever considered owning your own #Publichouse? 

If the answer is ‘yes’ then speak to Thomas Glenn today on 01772 775 786, about owning a #popular #publichouse,
in #Tregaron.

#forsale #businessopportunity #businessforsale

https://t.co/IhKVKDNjK0 https://t.co/hS7VNe5oBG","[{'text': 'Publichouse', 'indices': [41, 53]}, {'text': 'popular', 'indices': [146, 154]}, {'text': 'publichouse', 'indices': [155, 167]}, {'text': 'Tregaron', 'indices': [172, 181]}, {'text': 'forsale', 'indices': [184, 192]}, {'text': 'businessopportunity', 'indices': [193, 213]}, {'text': 'businessforsale', 'indices': [214, 230]}]"
Kings_BT,Kings brokers is one of the UK’s leading business brokerages offering a wide selection of businesses for sale. Buy a business / Sell a business #BusinessBrokers,United Kingdom,2550,622,1291,2011-07-05 12:27:50,2020-07-03 14:47:58,0,"Have you ever considered owning your own #Publichouse? 

If the answer is ‘yes’ then speak to Thomas Glenn today on 01772 775 786, about owning a #popular #publichouse,
in #Tregaron.

#forsale #businessopportunity #businessforsale

https://t.co/ekzL1nvrYc https://t.co/D8cyV6zeNz","[{'text': 'Publichouse', 'indices': [41, 53]}, {'text': 'popular', 'indices': [146, 154]}, {'text': 'publichouse', 'indices': [155, 167]}, {'text': 'Tregaron', 'indices': [172, 181]}, {'text': 'forsale', 'indices': [184, 192]}, {'text': 'businessopportunity', 'indices': [193, 213]}, {'text': 'businessforsale', 'indices': [214, 230]}]"
Shreesha_94,"Reporter/ Sub Editor at Edex, the New Indian Express. Loves music, cooking, writing, watching movies. Travel enthusiast. Crazy about SRK!","Bengaluru, India",294,201,572,2010-01-14 07:03:56,2020-07-03 14:42:33,3,"Talking to @chetrisunil11, @Pvsindhu1 and @KirenRijiju at a #virtual discussion on #FitIndiaMovement, @DrRPNishank added that #students have been using the #NTA apps that are #popular
#neetpostpone2020 #JEE #education 

Read the report by @prajanma: https://t.co/KjUYNiidxA 👇👇","[{'text': 'virtual', 'indices': [77, 85]}, {'text': 'FitIndiaMovement', 'indices': [100, 117]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-03 14:33:13,0,"As Q3 kicks off, four more companies join the $100M ARR club https://t.co/HWsblumsdt via @ric9871ric  #popular #retweet https://t.co/O3OOSZZVDH","[{'text': 'popular', 'indices': [102, 110]}, {'text': 'retweet', 'indices': [111, 119]}]"
danny_thimmayya,Thinker. Eater. Maker of dad jokes. Chief Reporter @xpress_edex and @NewIndianXpress Willing to edit copies for food :),"Chennai, India",829,629,1373,2009-12-08 20:33:06,2020-07-03 14:26:15,3,"Talking to @chetrisunil11, @Pvsindhu1 and @KirenRijiju at a #virtual discussion on #FitIndiaMovement, @DrRPNishank added that #students have been using the #NTA apps that are #popular
#neetpostpone2020 #JEE #education 

Read the report by @prajanma: https://t.co/KjUYNiidxA 👇👇","[{'text': 'virtual', 'indices': [77, 85]}, {'text': 'FitIndiaMovement', 'indices': [100, 117]}]"
Xpress_edex,Life goes Live @Xpress_edex  | Higher #Education supplement of @NewIndianExpress,Chennai,284,1273,8708,2012-07-31 09:46:22,2020-07-03 14:16:45,3,"Talking to @chetrisunil11, @Pvsindhu1 and @KirenRijiju at a #virtual discussion on #FitIndiaMovement, @DrRPNishank added that #students have been using the #NTA apps that are #popular
#neetpostpone2020 #JEE #education 

Read the report by @prajanma: https://t.co/KjUYNiidxA 👇👇","[{'text': 'virtual', 'indices': [60, 68]}, {'text': 'FitIndiaMovement', 'indices': [83, 100]}, {'text': 'students', 'indices': [126, 135]}, {'text': 'NTA', 'indices': [156, 160]}, {'text': 'popular', 'indices': [175, 183]}, {'text': 'neetpostpone2020', 'indices': [184, 201]}, {'text': 'JEE', 'indices': [202, 206]}, {'text': 'education', 'indices': [207, 217]}]"
KelvinAmaSerwaa,Anything That Happen To Humanbeing Happens With A Particular Reason!! @Sarkodie & @Stonebowyb In Ma DNA. #KumasiKwadasoKinzForever,Kwadaso/Ghana/West Africa,606,194,2674,2013-10-10 11:09:22,2020-07-03 13:48:42,4,✨ @dopebyaccident #Popular ✨ Listen Now: https://t.co/LJ6Wmkds1f https://t.co/FF5AoMxSk3,"[{'text': 'Popular', 'indices': [33, 41]}]"
iamDoli_Suave,"Future GOVERNOR of ONDO state #Politician #ClassicMan #BeardGang #BaldGang #AlteGuy #GbadunSquad. Proud @arsenal fan. Eyan Seyi Makinde, Modenine, Jay Z, J Cole",LAGOS - OWO - IBADAN - LONDON ,907,3227,200959,2010-11-19 14:28:36,2020-07-03 13:46:37,4,✨ @dopebyaccident #Popular ✨ Listen Now: https://t.co/LJ6Wmkds1f https://t.co/FF5AoMxSk3,"[{'text': 'Popular', 'indices': [33, 41]}]"
trendstees,Trendstees Trendy Clothes for Men’s or Women’s in the United States. contact us at the email admin@trendstees.com or trendsteesshop@gmail.com,"California, USA",252,400,3649,2017-09-08 06:57:38,2020-07-03 13:46:32,0,"Like and Retweet if you want this Freddie Hg Mercury Chemistry Nerd Science Hoodie For Women's Or Men's
Tag a friend who would love this!
COUPON CODE "" special4u""
Grab it fast---&gt; https://t.co/GTwqL1uJyE
#trending#sweatshirt#hoodie#graphic#ootd #gifts #outfit #need #popular https://t.co/MQgRjEsvee","[{'text': 'gifts', 'indices': [248, 254]}, {'text': 'outfit', 'indices': [255, 262]}, {'text': 'need', 'indices': [263, 268]}, {'text': 'popular', 'indices': [269, 277]}]"
drocktrot,Aspiring Actor/Music&Movie lover/Businessman/Love Life & the Celebrities in it/WWE Supporter/Credits: starred in Spike Lee's movie Red Hook Summer,"Brooklyn, NY (Bed-Stuy)",986,4556,1033930,2014-01-06 13:13:19,2020-07-03 13:40:58,4,✨ @dopebyaccident #Popular ✨ Listen Now: https://t.co/LJ6Wmkds1f https://t.co/FF5AoMxSk3,"[{'text': 'Popular', 'indices': [33, 41]}]"
linira08___,"YF🦋 
#MBA[TRIP] +192011 +200201
#MBA🦋⚡
#NEAL",khh&krnb/DPR/AOMG/H1GHR MUSIC,1906,131,6051,2018-07-15 08:59:42,2020-07-03 13:32:52,4,✨ @dopebyaccident #Popular ✨ Listen Now: https://t.co/LJ6Wmkds1f https://t.co/FF5AoMxSk3,"[{'text': 'Popular', 'indices': [33, 41]}]"
RocNation,"Roc Nation is a full-service management, music publishing, and entertainment company founded by JAY-Z.",NYC,3667,509479,29801,2008-09-20 18:59:33,2020-07-03 13:31:26,4,✨ @dopebyaccident #Popular ✨ Listen Now: https://t.co/LJ6Wmkds1f https://t.co/FF5AoMxSk3,"[{'text': 'Popular', 'indices': [18, 26]}]"
thecharsimemer,follw for sarcastic contents,,61,62,653,2020-05-02 08:44:28,2020-07-03 13:30:28,0,"😎😎😎
.
.
#the_charsi_memer #trending #viralmemes #viral #popular #youtube#gfmemes#bfmemes#gfbfmemes#dank#@dankmedicos#mbbs#college
#jokesfordays#amazing#style#100likes#nofilter#bestoftheday #funny#webstagram#followback#heathyfood#photogram #instagood#photooftheday#photoeveryday https://t.co/jbEEzUxb0A","[{'text': 'the_charsi_memer', 'indices': [8, 25]}, {'text': 'trending', 'indices': [26, 35]}, {'text': 'viralmemes', 'indices': [36, 47]}, {'text': 'viral', 'indices': [48, 54]}, {'text': 'popular', 'indices': [55, 63]}]"
RachelRosepower,"@avrevolution - Music, Promo, World Revolution! You can send us your music vdeos here http://t.co/ZTUris6YQb",UK,3241,4591,14919,2013-11-09 14:18:14,2020-07-03 13:29:31,0,Take a look at AVRs #LastFM profile for Shania Twain https://t.co/qqz8F8X3gv #popular #musician,"[{'text': 'LastFM', 'indices': [20, 27]}, {'text': 'popular', 'indices': [77, 85]}, {'text': 'musician', 'indices': [86, 95]}]"
Kristin88955200,,,0,2,119,2020-05-27 18:27:38,2020-07-03 13:05:09,0,We have to say that what happens to women matters to everyone and it matters a lot. #ok #popular https://t.co/ElWsiSv4U2,"[{'text': 'ok', 'indices': [84, 87]}, {'text': 'popular', 'indices': [88, 96]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-03 13:00:01,0,"Someone Dared To Ask Kate Beckinsale Why She ""Dates Guys That Could Be Her Children"" #news #popular https://t.co/AoWeaNLoDA","[{'text': 'news', 'indices': [85, 90]}, {'text': 'popular', 'indices': [91, 99]}]"
HertaMott,,,0,8,165,2020-05-08 18:45:56,2020-07-03 12:56:40,0,"You can keep your body, but if you give away your mind, you lose everything. #adultchat #popular https://t.co/ZyNIToHynL","[{'text': 'adultchat', 'indices': [77, 87]}, {'text': 'popular', 'indices': [88, 96]}]"
leonlambert1982,"#Director, MV #Producer of the year 2019 #nominee, #Entrepreneur, Leon Lambert`s #Official #Twitter Account. https://t.co/RhnkGZ6lEI",,1808,1069,13413,2016-06-11 23:18:04,2020-07-03 12:55:30,0,Jessi´s slow but rough handjob ends up with a half-ruined slow thick cum without a real shot but oozing until the last drop #panty #hose #pantyhose #panties #pantyhoseacademy #visit #now https://t.co/lbrE0iWexi #popular #videos,"[{'text': 'panty', 'indices': [124, 130]}, {'text': 'hose', 'indices': [131, 136]}, {'text': 'pantyhose', 'indices': [137, 147]}, {'text': 'panties', 'indices': [148, 156]}, {'text': 'pantyhoseacademy', 'indices': [157, 174]}, {'text': 'visit', 'indices': [175, 181]}, {'text': 'now', 'indices': [182, 186]}, {'text': 'popular', 'indices': [211, 219]}, {'text': 'videos', 'indices': [220, 227]}]"
Aagaman_mn555,Blogger/Writer ✍️ •Let your Passion work | Search for Thingstoobelearn #thingstoobelearn Hey’ Instagram : aagaman agrawal’,"Varanasi, Uttar Prades , India",49,33,391,2017-04-01 12:49:58,2020-07-03 12:54:18,0,"Seed ☘️ : They tried bury me, but they didn't  know I was a seed. 🌱
.
.
.
#thingstoobelearn 
PC: एक मित्र 👻
.
.
.
#popular #instagram #love #like #trending #instagood #viral #explorepage #photography #likeforlikes… https://t.co/BphWvaLgWf","[{'text': 'thingstoobelearn', 'indices': [74, 91]}, {'text': 'popular', 'indices': [114, 122]}, {'text': 'instagram', 'indices': [123, 133]}, {'text': 'love', 'indices': [134, 139]}, {'text': 'like', 'indices': [140, 145]}, {'text': 'trending', 'indices': [146, 155]}, {'text': 'instagood', 'indices': [156, 166]}, {'text': 'viral', 'indices': [167, 173]}, {'text': 'explorepage', 'indices': [174, 186]}, {'text': 'photography', 'indices': [187, 199]}, {'text': 'likeforlikes', 'indices': [200, 213]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-03 12:33:03,0,The UK government to acquire satellite company OneWeb in deal funded in part by India’s Bharti Global https://t.co/QWl18mf0KC via @ric9871ric  #popular #retweetplease https://t.co/LGSYBKyRgQ,"[{'text': 'popular', 'indices': [143, 151]}, {'text': 'retweetplease', 'indices': [152, 166]}]"
melaniehaeli185,"❤🍊🐦🌟🏍️∞87년생 간단한 이상한 바보여자 real Taurus+Blood type B & love Vampire,Postcard,Owl,Vintage,Handmade~ 늘 행복 찾으라 - 운명 믿어❤★01.03.15&18.02.17&15.08.17&13.10.18★",云梦江莲花坞-싱가폴-브루나이,259,207,130535,2010-02-06 06:19:34,2020-07-03 12:32:38,0,[03.07.2020] My current fav.suan la fen with extra ingredients 👍👍👍❤️❤️❤️ #singapore #lunch #office #haichijia #海吃家 #酸辣粉 #好吃 #spicy #sour #vermicelli #fishball #hotdog #simple #yummy #delicious #love #fav #popular https://t.co/D7cnkBoLUh,"[{'text': 'singapore', 'indices': [73, 83]}, {'text': 'lunch', 'indices': [84, 90]}, {'text': 'office', 'indices': [91, 98]}, {'text': 'haichijia', 'indices': [99, 109]}, {'text': '海吃家', 'indices': [110, 114]}, {'text': '酸辣粉', 'indices': [115, 119]}, {'text': '好吃', 'indices': [120, 123]}, {'text': 'spicy', 'indices': [124, 130]}, {'text': 'sour', 'indices': [131, 136]}, {'text': 'vermicelli', 'indices': [137, 148]}, {'text': 'fishball', 'indices': [149, 158]}, {'text': 'hotdog', 'indices': [159, 166]}, {'text': 'simple', 'indices': [167, 174]}, {'text': 'yummy', 'indices': [175, 181]}, {'text': 'delicious', 'indices': [182, 192]}, {'text': 'love', 'indices': [193, 198]}, {'text': 'fav', 'indices': [199, 203]}, {'text': 'popular', 'indices': [204, 212]}]"
Legacycorp,#LegacyCorp | https://t.co/oXPlbMKFSw a @Knight_Company,"Vancouver, BC",40,1439,99695,2010-05-23 14:54:57,2020-07-03 12:18:06,2,"Top 3 popular webseries of India 🎥🎞️🎥🎞️
.
.
.
.
.
#mirzapur #top3 #currenttop3 #india #in #popular #webseries #kotafactory #thefamilyman #amazon #prime #world #hindi #content #lockdown #quarantine  #webseries #web #series #amazonprime #nation #security #jee #jem https://t.co/03JeDp0mqw","[{'text': 'mirzapur', 'indices': [67, 76]}, {'text': 'top3', 'indices': [77, 82]}, {'text': 'currenttop3', 'indices': [83, 95]}, {'text': 'india', 'indices': [96, 102]}, {'text': 'in', 'indices': [103, 106]}, {'text': 'popular', 'indices': [107, 115]}, {'text': 'webseries', 'indices': [116, 126]}, {'text': 'kotafactory', 'indices': [127, 139]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-03 12:06:14,0,Use UVC ultraviolet light to kill viruses video https://t.co/PoafGqrujQ via @ric9871ric #popular #retweet https://t.co/wQiPhnGAJi,"[{'text': 'popular', 'indices': [88, 96]}, {'text': 'retweet', 'indices': [97, 105]}]"
66j82sChyZJA4xi,,,3,0,14,2020-06-20 12:23:41,2020-07-03 12:03:20,0,"What's on my phone? 2020 // Samsung A51
https://t.co/h0jiZaaGuj
#popular #youtube #subscribe #vlog #aesthetic #samsung","[{'text': 'popular', 'indices': [64, 72]}, {'text': 'youtube', 'indices': [73, 81]}, {'text': 'subscribe', 'indices': [82, 92]}, {'text': 'vlog', 'indices': [93, 98]}, {'text': 'aesthetic', 'indices': [99, 109]}, {'text': 'samsung', 'indices': [110, 118]}]"
currenttop3,"Follow to know about 🏆THE TOP 5🏆 things or person in any sector.
Have general knowledge.😎
And yes,
Gyaan baatne se badhta hai.",,87,7,55,2020-06-24 09:19:30,2020-07-03 11:58:59,2,"Top 3 popular webseries of India 🎥🎞️🎥🎞️
.
.
.
.
.
#mirzapur #top3 #currenttop3 #india #in #popular #webseries #kotafactory #thefamilyman #amazon #prime #world #hindi #content #lockdown #quarantine  #webseries #web #series #amazonprime #nation #security #jee #jem https://t.co/03JeDp0mqw","[{'text': 'mirzapur', 'indices': [50, 59]}, {'text': 'top3', 'indices': [60, 65]}, {'text': 'currenttop3', 'indices': [66, 78]}, {'text': 'india', 'indices': [79, 85]}, {'text': 'in', 'indices': [86, 89]}, {'text': 'popular', 'indices': [90, 98]}, {'text': 'webseries', 'indices': [99, 109]}, {'text': 'kotafactory', 'indices': [110, 122]}, {'text': 'thefamilyman', 'indices': [123, 136]}, {'text': 'amazon', 'indices': [137, 144]}, {'text': 'prime', 'indices': [145, 151]}, {'text': 'world', 'indices': [152, 158]}, {'text': 'hindi', 'indices': [159, 165]}, {'text': 'content', 'indices': [166, 174]}, {'text': 'lockdown', 'indices': [175, 184]}, {'text': 'quarantine', 'indices': [185, 196]}, {'text': 'webseries', 'indices': [198, 208]}, {'text': 'web', 'indices': [209, 213]}, {'text': 'series', 'indices': [214, 221]}, {'text': 'amazonprime', 'indices': [222, 234]}, {'text': 'nation', 'indices': [235, 242]}, {'text': 'security', 'indices': [243, 252]}, {'text': 'jee', 'indices': [253, 257]}, {'text': 'jem', 'indices': [258, 262]}]"
ChiragS41899902,,,88,19,61,2019-03-04 07:06:16,2020-07-03 11:57:33,0,"Top 3 popular webseries of India 🎥🎞️🎥🎞️
.
.
.
.
.
#mirzapur #top3 #currenttop3 #india #in #popular #webseries #kotafactory #thefamilyman #amazon #prime #world #hindi #content #lockdown #quarantine  #webseries #web #series #amazonprime #nation #security #jee #jem https://t.co/oq3EaviRt1","[{'text': 'mirzapur', 'indices': [50, 59]}, {'text': 'top3', 'indices': [60, 65]}, {'text': 'currenttop3', 'indices': [66, 78]}, {'text': 'india', 'indices': [79, 85]}, {'text': 'in', 'indices': [86, 89]}, {'text': 'popular', 'indices': [90, 98]}, {'text': 'webseries', 'indices': [99, 109]}, {'text': 'kotafactory', 'indices': [110, 122]}, {'text': 'thefamilyman', 'indices': [123, 136]}, {'text': 'amazon', 'indices': [137, 144]}, {'text': 'prime', 'indices': [145, 151]}, {'text': 'world', 'indices': [152, 158]}, {'text': 'hindi', 'indices': [159, 165]}, {'text': 'content', 'indices': [166, 174]}, {'text': 'lockdown', 'indices': [175, 184]}, {'text': 'quarantine', 'indices': [185, 196]}, {'text': 'webseries', 'indices': [198, 208]}, {'text': 'web', 'indices': [209, 213]}, {'text': 'series', 'indices': [214, 221]}, {'text': 'amazonprime', 'indices': [222, 234]}, {'text': 'nation', 'indices': [235, 242]}, {'text': 'security', 'indices': [243, 252]}, {'text': 'jee', 'indices': [253, 257]}, {'text': 'jem', 'indices': [258, 262]}]"
artdablog,"(aka Rhythiment) A Creative who loves to do experimental art with a passion. My Music site is https://t.co/gyerL7j2YY

email: artdarhythm@yahoo.com",,1,130,2865,2012-10-22 13:07:20,2020-07-03 11:48:35,0,New Dance Music is released on my SoundCloud Music page. #EDMLove #EDMLife #house #techno #indiemusic #raver #club #Spring #Summer #heatwave #goodvibes #happynewyear2020 #clubbing #trending #Popular #FeelGoodSunday #SundayFunday #SundayMotivation #NewMusicSunday,"[{'text': 'EDMLove', 'indices': [57, 65]}, {'text': 'EDMLife', 'indices': [66, 74]}, {'text': 'house', 'indices': [75, 81]}, {'text': 'techno', 'indices': [82, 89]}, {'text': 'indiemusic', 'indices': [90, 101]}, {'text': 'raver', 'indices': [102, 108]}, {'text': 'club', 'indices': [109, 114]}, {'text': 'Spring', 'indices': [115, 122]}, {'text': 'Summer', 'indices': [123, 130]}, {'text': 'heatwave', 'indices': [131, 140]}, {'text': 'goodvibes', 'indices': [141, 151]}, {'text': 'happynewyear2020', 'indices': [152, 169]}, {'text': 'clubbing', 'indices': [170, 179]}, {'text': 'trending', 'indices': [180, 189]}, {'text': 'Popular', 'indices': [190, 198]}, {'text': 'FeelGoodSunday', 'indices': [199, 214]}, {'text': 'SundayFunday', 'indices': [215, 228]}, {'text': 'SundayMotivation', 'indices': [229, 246]}, {'text': 'NewMusicSunday', 'indices': [247, 262]}]"
boomboxfun,#boomboxfun #social images share The world’s catalog of ideas #socialimagesshare,Egypt,1638,4055,129525,2014-05-26 16:34:22,2020-07-03 11:42:47,0,31 Best-Selling #Kitchen #Products From #Target That Are #Popular For A #Reason: For help… https://t.co/ITQynBpzjq,"[{'text': 'Kitchen', 'indices': [16, 24]}, {'text': 'Products', 'indices': [25, 34]}, {'text': 'Target', 'indices': [40, 47]}, {'text': 'Popular', 'indices': [57, 65]}, {'text': 'Reason', 'indices': [72, 79]}]"
